CD_SETOR,NUMPOINTS
"355030815000306",0
"355030815000307",0
"355030815000308",0
"355030815000309",0
"355030815000311",0
"355030815000313",0
"355030815000314",0
"355030815000315",1
"355030815000316",0
"355030815000317",0
"355030815000318",0
"355030815000319",0
"355030815000320",0
"355030815000321",1
"355030815000322",0
"355030816000002",0
"355030816000004",0
"355030816000005",0
"355030816000006",1
"355030816000007",0
"355030816000010",0
"355030816000011",1
"355030816000012",1
"355030816000013",0
"355030816000015",0
"355030816000016",0
"355030816000019",0
"355030816000020",0
"355030816000021",0
"355030816000024",0
"355030816000025",0
"355030816000026",1
"355030816000030",0
"355030816000031",0
"355030816000032",0
"355030816000034",0
"355030816000035",0
"355030816000036",0
"355030816000037",0
"355030816000042",0
"355030816000043",0
"355030816000046",2
"355030816000048",0
"355030816000049",1
"355030816000052",0
"355030816000053",1
"355030816000055",1
"355030816000061",0
"355030816000062",2
"355030816000063",1
"355030816000065",0
"355030816000066",0
"355030816000067",0
"355030816000071",0
"355030816000072",0
"355030816000073",0
"355030816000076",0
"355030816000077",0
"355030816000078",0
"355030816000080",0
"355030816000081",0
"355030816000083",1
"355030816000084",1
"355030816000090",0
"355030816000091",1
"355030816000093",0
"355030816000094",0
"355030816000095",2
"355030816000096",0
"355030816000097",0
"355030816000099",0
"355030816000100",0
"355030816000101",0
"355030816000102",0
"355030816000103",0
"355030816000104",0
"355030816000105",0
"355030816000108",1
"355030816000109",1
"355030816000110",0
"355030816000111",0
"355030816000112",0
"355030816000113",0
"355030816000114",0
"355030816000115",0
"355030816000116",0
"355030816000117",0
"355030816000119",0
"355030816000120",0
"355030816000121",0
"355030816000122",0
"355030816000123",0
"355030816000124",1
"355030816000125",0
"355030816000126",0
"355030816000127",1
"355030816000128",0
"355030816000129",1
"355030816000130",0
"355030816000131",1
"355030816000132",0
"355030816000135",0
"355030816000137",0
"355030816000138",0
"355030816000139",0
"355030816000140",0
"355030816000143",0
"355030816000144",0
"355030816000145",0
"355030816000146",0
"355030816000147",0
"355030816000148",0
"355030816000149",0
"355030816000150",0
"355030816000151",0
"355030816000152",0
"355030816000153",0
"355030816000154",0
"355030816000155",0
"355030816000156",0
"355030816000157",0
"355030816000159",0
"355030816000160",0
"355030816000161",0
"355030816000162",0
"355030816000163",0
"355030816000164",0
"355030816000165",0
"355030816000166",0
"355030816000167",0
"355030816000171",0
"355030816000174",0
"355030816000175",0
"355030816000176",0
"355030816000177",0
"355030816000179",0
"355030816000180",0
"355030816000181",0
"355030816000183",0
"355030816000184",0
"355030816000185",0
"355030816000186",0
"355030816000187",0
"355030816000188",0
"355030816000189",0
"355030816000190",0
"355030816000191",0
"355030816000192",0
"355030816000193",2
"355030816000194",0
"355030816000195",0
"355030816000196",0
"355030816000197",0
"355030816000198",0
"355030816000199",1
"355030816000200",0
"355030816000201",0
"355030816000202",0
"355030816000203",1
"355030816000204",0
"355030816000205",0
"355030816000206",0
"355030816000207",0
"355030816000208",0
"355030816000209",0
"355030816000210",0
"355030816000211",0
"355030816000212",1
"355030816000213",0
"355030816000214",0
"355030816000215",0
"355030816000216",1
"355030816000217",0
"355030816000218",0
"355030816000219",0
"355030816000221",0
"355030816000222",0
"355030816000223",0
"355030816000224",0
"355030816000225",1
"355030816000226",0
"355030816000227",0
"355030816000228",0
"355030816000230",0
"355030816000231",0
"355030816000232",0
"355030816000233",0
"355030816000234",0
"355030816000235",0
"355030816000236",0
"355030816000237",0
"355030816000238",0
"355030816000239",0
"355030816000240",0
"355030816000241",2
"355030816000242",0
"355030816000243",0
"355030816000244",0
"355030816000245",0
"355030816000246",0
"355030816000247",0
"355030816000248",0
"355030816000249",0
"355030816000250",0
"355030816000251",0
"355030816000252",0
"355030816000253",0
"355030816000254",0
"355030816000255",0
"355030816000256",0
"355030816000257",0
"355030816000258",0
"355030816000259",0
"355030816000260",0
"355030816000261",0
"355030816000262",0
"355030816000263",0
"355030816000264",0
"355030816000265",0
"355030816000266",0
"355030816000267",0
"355030816000268",0
"355030816000269",0
"355030816000270",0
"355030816000271",0
"355030816000272",0
"355030816000273",0
"355030816000274",0
"355030816000276",0
"355030816000277",0
"355030816000278",0
"355030816000279",0
"355030816000280",0
"355030816000281",0
"355030816000283",0
"355030816000284",0
"355030816000285",0
"355030816000286",0
"355030816000287",0
"355030816000288",0
"355030816000289",0
"355030816000290",0
"355030816000291",1
"355030816000292",0
"355030816000294",0
"355030816000296",0
"355030816000298",0
"355030816000299",0
"355030816000301",0
"355030816000302",0
"355030816000303",0
"355030816000304",0
"355030816000305",0
"355030816000306",0
"355030816000307",0
"355030816000308",0
"355030816000309",0
"355030816000310",1
"355030816000311",0
"355030816000313",0
"355030816000314",0
"355030816000315",0
"355030816000316",0
"355030816000317",0
"355030816000319",0
"355030816000320",0
"355030816000321",0
"355030816000322",0
"355030816000323",0
"355030816000324",0
"355030816000326",0
"355030816000327",0
"355030816000329",0
"355030816000330",0
"355030816000331",0
"355030816000332",0
"355030816000333",0
"355030816000337",0
"355030816000338",0
"355030816000339",0
"355030816000340",0
"355030816000341",0
"355030816000342",0
"355030816000343",0
"355030816000344",0
"355030816000345",0
"355030816000346",0
"355030816000347",0
"355030816000348",0
"355030816000349",0
"355030816000350",0
"355030816000351",0
"355030816000352",0
"355030816000353",0
"355030816000354",0
"355030817000001",0
"355030817000002",0
"355030817000003",0
"355030817000004",1
"355030817000006",0
"355030817000007",1
"355030817000008",0
"355030817000009",0
"355030817000010",0
"355030817000012",0
"355030817000013",1
"355030817000014",1
"355030817000016",0
"355030817000018",4
"355030817000019",0
"355030817000020",0
"355030817000021",1
"355030817000022",0
"355030817000023",0
"355030817000024",0
"355030817000025",0
"355030817000027",0
"355030817000028",0
"355030817000030",0
"355030817000032",0
"355030817000033",1
"355030817000034",0
"355030817000040",1
"355030817000042",1
"355030817000044",0
"355030817000045",0
"355030817000046",1
"355030817000047",0
"355030817000048",0
"355030817000049",0
"355030817000050",3
"355030817000052",0
"355030817000053",2
"355030817000054",0
"355030817000056",0
"355030817000059",0
"355030817000060",0
"355030817000061",0
"355030817000062",0
"355030817000063",0
"355030817000066",0
"355030817000067",2
"355030817000068",0
"355030817000069",1
"355030817000070",0
"355030817000071",1
"355030817000072",1
"355030817000073",0
"355030817000074",0
"355030817000076",0
"355030817000077",0
"355030817000078",0
"355030817000079",0
"355030817000082",0
"355030817000083",0
"355030817000084",0
"355030817000085",0
"355030817000086",0
"355030817000087",0
"355030817000088",0
"355030817000089",0
"355030817000091",0
"355030817000092",0
"355030817000093",0
"355030817000095",0
"355030817000097",1
"355030817000099",0
"355030817000100",0
"355030817000101",0
"355030817000103",0
"355030817000105",0
"355030817000106",0
"355030817000108",0
"355030817000109",0
"355030817000110",0
"355030817000111",0
"355030817000112",0
"355030817000114",0
"355030817000115",0
"355030817000117",0
"355030817000119",0
"355030817000124",0
"355030817000125",0
"355030817000127",0
"355030817000129",1
"355030817000136",2
"355030817000137",1
"355030817000138",0
"355030817000139",1
"355030817000142",0
"355030817000147",0
"355030817000148",1
"355030817000149",0
"355030817000151",0
"355030817000152",1
"355030817000154",0
"355030817000155",0
"355030817000157",0
"355030817000159",0
"355030817000162",0
"355030817000163",0
"355030817000165",0
"355030817000170",0
"355030817000171",0
"355030817000174",1
"355030817000175",1
"355030817000176",0
"355030817000178",0
"355030817000182",0
"355030817000183",3
"355030817000184",0
"355030817000185",0
"355030817000186",0
"355030817000187",0
"355030817000188",1
"355030817000189",0
"355030817000190",4
"355030817000191",0
"355030817000194",1
"355030817000196",0
"355030817000197",0
"355030817000198",0
"355030817000200",0
"355030817000202",0
"355030817000203",0
"355030817000205",0
"355030817000206",0
"355030817000207",0
"355030817000208",0
"355030817000209",1
"355030817000211",0
"355030817000212",0
"355030817000213",0
"355030817000214",0
"355030817000215",0
"355030817000219",0
"355030817000222",2
"355030817000223",0
"355030817000225",1
"355030817000226",0
"355030817000227",1
"355030817000229",0
"355030817000230",1
"355030817000232",0
"355030817000233",0
"355030817000234",0
"355030817000235",0
"355030817000236",2
"355030817000237",0
"355030817000238",0
"355030817000239",0
"355030817000240",0
"355030817000241",0
"355030817000243",0
"355030817000244",0
"355030817000245",0
"355030817000246",1
"355030817000247",2
"355030817000248",0
"355030817000249",1
"355030817000250",0
"355030817000251",0
"355030817000252",0
"355030817000253",0
"355030817000254",0
"355030817000255",0
"355030817000258",0
"355030817000259",2
"355030817000260",0
"355030817000262",0
"355030817000264",0
"355030817000265",0
"355030817000268",0
"355030817000269",0
"355030817000270",0
"355030817000271",0
"355030817000272",1
"355030817000274",1
"355030817000275",0
"355030817000276",0
"355030817000277",0
"355030817000278",0
"355030817000281",0
"355030817000282",0
"355030817000284",0
"355030817000285",0
"355030817000286",0
"355030817000287",0
"355030817000288",0
"355030817000290",0
"355030817000291",0
"355030817000292",0
"355030817000293",0
"355030817000294",0
"355030817000295",0
"355030817000296",0
"355030817000297",1
"355030817000298",0
"355030817000303",0
"355030817000305",0
"355030817000306",0
"355030817000307",0
"355030817000308",0
"355030817000309",0
"355030817000310",0
"355030817000311",0
"355030817000312",0
"355030817000313",0
"355030817000314",0
"355030817000315",0
"355030817000316",0
"355030817000317",0
"355030817000318",0
"355030817000319",0
"355030817000320",0
"355030817000321",0
"355030817000323",0
"355030817000324",0
"355030817000325",0
"355030817000326",0
"355030817000327",0
"355030817000328",0
"355030817000329",0
"355030817000330",0
"355030817000331",0
"355030817000332",0
"355030817000333",0
"355030817000337",1
"355030817000338",0
"355030817000339",0
"355030817000340",0
"355030817000341",0
"355030817000342",0
"355030817000343",0
"355030817000344",0
"355030817000345",0
"355030817000346",0
"355030817000347",0
"355030817000348",0
"355030817000349",0
"355030817000350",0
"355030817000353",0
"355030817000355",0
"355030817000356",0
"355030817000357",0
"355030817000358",0
"355030817000359",0
"355030817000360",1
"355030817000361",0
"355030817000362",1
"355030817000363",0
"355030817000364",0
"355030817000365",0
"355030817000367",0
"355030817000368",1
"355030817000369",0
"355030817000370",0
"355030817000371",0
"355030817000372",0
"355030817000373",0
"355030817000374",0
"355030817000375",0
"355030817000376",0
"355030817000377",0
"355030817000378",0
"355030817000379",0
"355030817000380",0
"355030817000381",0
"355030817000382",0
"355030817000383",0
"355030817000384",0
"355030817000385",0
"355030817000386",1
"355030817000387",0
"355030817000389",0
"355030817000390",0
"355030817000391",0
"355030817000392",0
"355030817000393",0
"355030817000394",0
"355030817000395",0
"355030817000398",0
"355030817000399",0
"355030817000400",0
"355030817000402",2
"355030817000403",0
"355030817000404",0
"355030817000405",0
"355030817000406",0
"355030817000407",0
"355030817000409",0
"355030817000410",1
"355030817000411",0
"355030817000412",0
"355030817000413",0
"355030817000414",0
"355030817000415",0
"355030817000416",1
"355030817000417",2
"355030817000418",0
"355030817000419",0
"355030817000420",0
"355030817000421",0
"355030817000422",0
"355030817000423",0
"355030817000424",0
"355030817000425",1
"355030817000426",1
"355030817000427",2
"355030817000428",0
"355030817000429",0
"355030817000430",0
"355030817000431",0
"355030817000432",0
"355030817000433",0
"355030817000434",0
"355030817000435",0
"355030817000436",0
"355030817000437",0
"355030817000438",0
"355030817000439",0
"355030817000440",0
"355030817000441",0
"355030817000442",0
"355030817000443",0
"355030817000444",0
"355030817000445",0
"355030817000446",1
"355030817000447",0
"355030817000448",0
"355030817000449",1
"355030817000450",0
"355030817000451",1
"355030817000452",0
"355030817000453",0
"355030817000454",1
"355030817000455",0
"355030817000456",0
"355030817000457",0
"355030817000458",0
"355030817000459",0
"355030817000460",0
"355030817000461",0
"355030817000464",0
"355030817000465",0
"355030817000466",0
"355030817000467",0
"355030817000469",0
"355030817000470",0
"355030817000471",0
"355030817000472",0
"355030817000473",0
"355030817000474",0
"355030817000476",0
"355030817000477",0
"355030817000478",0
"355030817000479",0
"355030817000482",0
"355030817000483",0
"355030817000484",0
"355030817000485",0
"355030817000487",0
"355030817000488",0
"355030817000489",0
"355030817000490",0
"355030817000491",0
"355030817000492",0
"355030817000493",0
"355030817000494",0
"355030817000495",0
"355030817000496",0
"355030817000497",0
"355030817000498",0
"355030817000500",0
"355030817000501",0
"355030817000502",0
"355030817000503",0
"355030817000504",0
"355030817000505",0
"355030817000506",0
"355030817000507",0
"355030817000508",0
"355030817000509",0
"355030817000510",0
"355030817000511",0
"355030817000512",0
"355030817000513",0
"355030817000514",0
"355030817000515",0
"355030817000516",0
"355030817000517",0
"355030817000518",2
"355030817000519",1
"355030817000520",0
"355030817000521",0
"355030817000522",0
"355030817000523",0
"355030817000524",0
"355030817000525",0
"355030817000526",0
"355030817000527",0
"355030817000528",0
"355030817000529",0
"355030817000530",0
"355030817000531",0
"355030817000532",0
"355030817000534",0
"355030817000535",0
"355030817000536",0
"355030817000537",1
"355030817000538",0
"355030817000539",0
"355030817000540",0
"355030817000541",0
"355030817000542",0
"355030817000543",0
"355030817000544",0
"355030817000545",0
"355030817000546",0
"355030817000548",0
"355030817000549",0
"355030817000550",0
"355030817000551",0
"355030817000552",0
"355030817000553",0
"355030817000554",0
"355030817000555",0
"355030817000556",0
"355030817000557",0
"355030817000558",0
"355030817000559",0
"355030817000560",0
"355030817000562",0
"355030817000563",0
"355030817000564",0
"355030817000565",0
"355030817000566",0
"355030817000567",0
"355030817000568",0
"355030817000569",0
"355030817000570",2
"355030817000571",0
"355030817000572",0
"355030817000573",0
"355030817000574",0
"355030817000575",1
"355030817000576",0
"355030817000577",0
"355030817000578",0
"355030817000579",0
"355030817000580",0
"355030817000582",0
"355030817000583",0
"355030817000584",0
"355030817000585",0
"355030817000586",0
"355030817000587",0
"355030817000588",0
"355030817000589",0
"355030817000590",1
"355030817000591",0
"355030817000592",0
"355030817000593",0
"355030817000594",0
"355030817000595",0
"355030817000596",0
"355030817000597",0
"355030817000598",0
"355030817000599",0
"355030817000600",0
"355030817000601",1
"355030817000602",0
"355030817000603",0
"355030817000604",0
"355030817000605",0
"355030817000606",0
"355030817000607",1
"355030817000608",0
"355030817000609",0
"355030817000610",0
"355030817000611",0
"355030817000612",0
"355030817000613",0
"355030817000614",0
"355030817000615",0
"355030817000616",0
"355030817000618",0
"355030817000619",0
"355030817000620",0
"355030817000621",0
"355030817000622",0
"355030817000623",0
"355030817000624",0
"355030817000625",0
"355030817000626",0
"355030817000627",0
"355030817000628",0
"355030817000629",0
"355030817000630",1
"355030817000631",0
"355030817000632",0
"355030817000633",0
"355030817000634",0
"355030817000635",0
"355030817000636",0
"355030817000637",0
"355030817000638",0
"355030817000639",0
"355030817000640",1
"355030817000641",0
"355030817000642",0
"355030817000643",0
"355030817000644",0
"355030817000645",0
"355030817000646",0
"355030817000647",0
"355030817000648",0
"355030818000005",0
"355030818000006",0
"355030818000008",0
"355030818000009",1
"355030818000010",0
"355030818000012",0
"355030818000015",0
"355030818000016",0
"355030818000018",0
"355030818000020",0
"355030818000021",1
"355030818000022",0
"355030818000023",0
"355030818000024",1
"355030818000025",0
"355030818000026",0
"355030818000027",0
"355030818000028",0
"355030818000030",0
"355030818000032",0
"355030818000033",0
"355030818000034",2
"355030818000035",0
"355030818000036",0
"355030818000037",0
"355030818000038",1
"355030818000039",1
"355030818000044",0
"355030818000047",0
"355030818000048",0
"355030818000050",2
"355030818000051",0
"355030818000052",1
"355030818000054",0
"355030818000056",1
"355030818000057",0
"355030818000058",0
"355030818000059",0
"355030818000060",0
"355030818000061",0
"355030818000062",0
"355030818000064",0
"355030818000065",0
"355030818000068",0
"355030818000071",0
"355030818000073",0
"355030818000074",1
"355030818000075",0
"355030818000076",0
"355030818000077",0
"355030818000078",0
"355030818000079",0
"355030818000080",0
"355030818000084",0
"355030818000085",2
"355030818000086",0
"355030818000088",0
"355030818000091",1
"355030818000093",0
"355030818000094",0
"355030818000095",0
"355030818000096",0
"355030818000098",0
"355030818000099",0
"355030818000100",0
"355030818000101",0
"355030818000102",0
"355030818000103",0
"355030818000104",0
"355030818000105",1
"355030818000106",0
"355030818000107",0
"355030818000108",0
"355030818000109",0
"355030818000110",0
"355030818000111",0
"355030818000115",0
"355030818000116",0
"355030818000117",0
"355030818000118",1
"355030818000119",1
"355030818000120",0
"355030818000121",1
"355030818000122",0
"355030818000123",0
"355030818000124",0
"355030818000125",0
"355030818000126",1
"355030818000127",0
"355030818000129",1
"355030818000130",0
"355030818000131",0
"355030818000132",0
"355030818000133",0
"355030818000134",0
"355030818000136",0
"355030818000138",0
"355030818000139",0
"355030818000140",0
"355030818000142",2
"355030818000143",1
"355030818000144",0
"355030818000145",0
"355030818000146",0
"355030818000147",0
"355030818000148",0
"355030818000149",0
"355030818000150",0
"355030818000151",0
"355030818000152",0
"355030818000153",0
"355030818000154",1
"355030818000155",0
"355030818000156",0
"355030818000158",0
"355030818000159",0
"355030818000160",0
"355030818000161",0
"355030818000162",0
"355030818000163",1
"355030818000165",1
"355030818000166",0
"355030818000167",0
"355030818000168",0
"355030818000169",0
"355030818000170",0
"355030818000171",0
"355030818000172",0
"355030818000173",0
"355030818000174",0
"355030818000175",0
"355030818000176",0
"355030818000177",0
"355030818000178",0
"355030818000179",0
"355030818000182",0
"355030818000183",0
"355030818000184",0
"355030818000185",0
"355030818000186",0
"355030818000187",1
"355030818000188",0
"355030818000190",0
"355030818000191",0
"355030818000192",0
"355030818000194",0
"355030818000196",1
"355030818000198",0
"355030818000199",0
"355030818000200",0
"355030818000201",0
"355030818000202",0
"355030818000203",0
"355030818000204",0
"355030818000205",0
"355030818000206",0
"355030818000207",0
"355030818000208",0
"355030818000209",1
"355030818000210",0
"355030818000211",0
"355030818000212",0
"355030818000213",0
"355030818000214",0
"355030818000215",0
"355030818000216",0
"355030818000217",0
"355030818000218",0
"355030818000220",0
"355030818000221",0
"355030818000222",0
"355030818000223",0
"355030818000224",0
"355030818000225",0
"355030818000226",0
"355030818000227",0
"355030818000228",0
"355030818000230",0
"355030818000231",0
"355030818000232",0
"355030818000233",0
"355030818000234",0
"355030818000235",0
"355030818000236",0
"355030818000237",1
"355030818000238",0
"355030818000239",0
"355030818000240",0
"355030818000241",0
"355030818000242",0
"355030818000243",0
"355030818000244",0
"355030818000245",0
"355030818000246",0
"355030818000248",0
"355030818000249",0
"355030818000250",0
"355030818000251",0
"355030818000252",0
"355030818000253",0
"355030818000255",1
"355030818000256",0
"355030818000257",0
"355030818000258",0
"355030818000259",0
"355030818000261",0
"355030818000263",0
"355030818000264",1
"355030818000265",0
"355030818000266",0
"355030818000267",0
"355030818000268",0
"355030818000269",0
"355030818000270",0
"355030818000271",0
"355030818000272",0
"355030818000273",0
"355030818000274",0
"355030818000275",0
"355030818000276",0
"355030818000277",0
"355030818000278",0
"355030818000279",0
"355030818000280",0
"355030818000281",0
"355030818000282",0
"355030818000283",0
"355030818000284",0
"355030818000285",0
"355030818000286",0
"355030818000287",0
"355030818000288",0
"355030818000290",0
"355030818000291",0
"355030818000292",0
"355030818000293",1
"355030818000294",0
"355030818000295",0
"355030818000296",0
"355030818000297",0
"355030818000298",0
"355030818000299",0
"355030818000300",0
"355030818000301",0
"355030818000302",0
"355030818000303",0
"355030818000304",0
"355030818000305",0
"355030818000306",0
"355030818000307",0
"355030818000309",0
"355030818000310",1
"355030818000311",0
"355030818000312",0
"355030818000313",0
"355030818000314",0
"355030818000315",0
"355030818000316",0
"355030818000317",0
"355030818000318",0
"355030818000319",0
"355030818000320",0
"355030818000321",1
"355030818000322",0
"355030818000323",0
"355030818000324",0
"355030818000325",0
"355030818000326",0
"355030818000327",0
"355030818000328",1
"355030818000329",0
"355030818000330",0
"355030818000331",0
"355030819000001",2
"355030819000002",1
"355030819000003",0
"355030819000005",0
"355030819000007",0
"355030819000009",0
"355030819000010",0
"355030819000011",0
"355030819000012",1
"355030819000013",0
"355030819000014",1
"355030819000015",0
"355030819000016",0
"355030819000017",0
"355030819000018",0
"355030819000020",2
"355030819000021",0
"355030819000022",2
"355030819000023",0
"355030819000025",1
"355030819000026",0
"355030819000027",0
"355030819000028",0
"355030819000029",0
"355030819000030",0
"355030819000031",0
"355030819000032",2
"355030819000033",0
"355030819000034",0
"355030819000035",0
"355030819000036",0
"355030819000038",0
"355030819000039",1
"355030819000042",0
"355030819000043",0
"355030819000044",0
"355030819000046",0
"355030819000048",0
"355030819000049",0
"355030819000050",1
"355030819000052",0
"355030819000053",1
"355030819000055",0
"355030819000057",1
"355030819000058",0
"355030819000059",0
"355030819000061",0
"355030819000062",3
"355030819000063",0
"355030819000064",0
"355030819000066",0
"355030819000067",0
"355030819000068",0
"355030819000069",0
"355030819000071",0
"355030819000073",0
"355030819000074",0
"355030819000075",0
"355030819000079",1
"355030819000082",0
"355030819000083",0
"355030819000084",0
"355030819000086",0
"355030819000087",2
"355030819000088",0
"355030819000089",0
"355030819000090",0
"355030819000091",0
"355030819000092",2
"355030819000093",0
"355030819000094",0
"355030819000095",1
"355030819000096",0
"355030819000097",1
"355030819000098",0
"355030819000099",0
"355030819000102",0
"355030819000103",0
"355030819000104",0
"355030819000105",0
"355030819000106",0
"355030819000107",0
"355030819000108",0
"355030819000109",0
"355030819000110",0
"355030819000111",0
"355030819000113",0
"355030819000114",0
"355030819000118",0
"355030819000119",0
"355030819000120",1
"355030819000121",0
"355030819000123",0
"355030819000124",0
"355030819000125",0
"355030819000126",0
"355030819000127",0
"355030819000128",0
"355030819000131",0
"355030819000135",0
"355030819000136",1
"355030819000137",0
"355030819000138",0
"355030819000139",0
"355030819000140",0
"355030819000141",0
"355030819000142",0
"355030819000143",0
"355030819000144",0
"355030819000145",1
"355030819000147",0
"355030819000149",0
"355030819000151",0
"355030819000153",0
"355030819000156",0
"355030819000158",0
"355030819000159",1
"355030819000160",0
"355030819000161",0
"355030819000163",1
"355030819000164",0
"355030819000165",0
"355030819000167",1
"355030819000168",1
"355030819000169",0
"355030819000170",0
"355030819000171",0
"355030819000172",1
"355030819000173",0
"355030819000175",0
"355030819000176",0
"355030819000177",0
"355030819000178",0
"355030819000179",0
"355030819000180",0
"355030819000182",1
"355030819000184",0
"355030819000185",0
"355030819000186",0
"355030819000187",0
"355030819000188",0
"355030819000189",0
"355030819000190",0
"355030819000192",1
"355030819000194",0
"355030819000195",0
"355030819000197",1
"355030819000198",0
"355030819000201",0
"355030819000202",1
"355030819000204",1
"355030819000205",0
"355030819000209",1
"355030819000211",0
"355030819000212",0
"355030819000214",0
"355030819000217",1
"355030819000218",0
"355030819000219",0
"355030819000220",0
"355030819000221",1
"355030819000222",1
"355030819000223",1
"355030819000225",0
"355030819000228",0
"355030819000229",0
"355030819000230",0
"355030819000232",0
"355030819000233",0
"355030819000234",0
"355030819000235",0
"355030819000237",0
"355030819000238",0
"355030819000239",2
"355030819000240",0
"355030819000241",0
"355030819000242",0
"355030819000244",0
"355030819000245",0
"355030819000246",0
"355030819000247",1
"355030819000248",0
"355030819000250",0
"355030819000251",0
"355030819000252",0
"355030819000253",0
"355030819000254",0
"355030819000256",0
"355030819000257",0
"355030819000259",0
"355030819000262",1
"355030819000264",0
"355030819000269",0
"355030819000270",0
"355030819000271",0
"355030819000273",1
"355030819000277",0
"355030819000278",0
"355030819000280",0
"355030819000281",0
"355030819000285",1
"355030819000286",0
"355030819000287",0
"355030819000288",0
"355030819000290",0
"355030819000291",0
"355030819000292",0
"355030819000297",0
"355030819000298",0
"355030819000299",1
"355030819000300",1
"355030819000301",1
"355030819000303",0
"355030819000305",0
"355030819000307",1
"355030819000308",1
"355030819000309",1
"355030819000310",1
"355030819000311",0
"355030819000312",0
"355030819000313",0
"355030819000314",0
"355030819000315",0
"355030819000316",4
"355030819000318",0
"355030819000320",0
"355030819000321",0
"355030819000322",0
"355030819000323",0
"355030819000324",0
"355030819000325",0
"355030819000326",0
"355030819000327",0
"355030819000328",0
"355030819000329",0
"355030819000330",0
"355030819000331",1
"355030819000332",0
"355030819000333",1
"355030819000334",2
"355030819000335",0
"355030819000336",0
"355030819000337",0
"355030819000338",0
"355030819000339",0
"355030819000340",1
"355030819000341",0
"355030819000342",0
"355030819000344",1
"355030819000345",0
"355030819000346",0
"355030819000347",0
"355030819000348",0
"355030819000350",1
"355030819000352",0
"355030819000353",0
"355030819000354",1
"355030819000355",0
"355030819000356",0
"355030819000357",0
"355030819000358",0
"355030819000359",1
"355030819000361",0
"355030819000362",0
"355030819000363",0
"355030819000364",0
"355030819000365",0
"355030819000366",0
"355030819000367",0
"355030819000368",0
"355030819000369",0
"355030819000370",0
"355030819000371",0
"355030819000372",0
"355030819000374",0
"355030819000375",0
"355030819000376",0
"355030819000378",0
"355030819000379",0
"355030819000380",0
"355030819000382",0
"355030819000383",0
"355030819000384",0
"355030819000385",0
"355030819000386",0
"355030819000387",0
"355030819000389",0
"355030819000390",0
"355030819000391",1
"355030819000392",0
"355030819000393",0
"355030819000394",0
"355030819000395",0
"355030819000396",0
"355030819000397",0
"355030819000398",0
"355030819000399",0
"355030819000400",0
"355030819000401",0
"355030819000402",1
"355030819000403",0
"355030819000404",0
"355030819000405",0
"355030819000406",0
"355030819000407",0
"355030819000408",0
"355030819000409",0
"355030819000410",0
"355030819000411",0
"355030819000412",0
"355030819000413",0
"355030819000414",0
"355030819000415",0
"355030819000416",0
"355030819000417",0
"355030819000418",0
"355030819000419",0
"355030819000420",0
"355030819000421",0
"355030819000422",0
"355030819000423",0
"355030819000424",0
"355030819000425",0
"355030819000426",0
"355030819000427",0
"355030819000428",0
"355030819000429",0
"355030819000430",0
"355030819000431",0
"355030819000432",0
"355030819000433",0
"355030819000434",0
"355030819000435",1
"355030819000436",0
"355030819000437",0
"355030819000438",0
"355030819000439",0
"355030819000440",0
"355030819000441",0
"355030819000442",0
"355030819000443",0
"355030819000444",0
"355030819000445",1
"355030819000446",0
"355030819000447",0
"355030819000448",0
"355030819000449",0
"355030819000450",0
"355030819000451",0
"355030819000452",0
"355030819000453",0
"355030819000454",0
"355030819000455",0
"355030819000456",0
"355030819000457",0
"355030819000458",0
"355030819000459",0
"355030819000460",0
"355030819000461",0
"355030819000462",0
"355030819000463",0
"355030819000464",0
"355030819000465",0
"355030819000466",0
"355030819000467",1
"355030819000468",0
"355030819000469",0
"355030819000470",0
"355030819000471",0
"355030819000472",1
"355030819000473",0
"355030819000474",0
"355030819000475",0
"355030819000476",2
"355030819000477",2
"355030819000478",0
"355030819000479",0
"355030819000480",0
"355030819000481",1
"355030819000482",0
"355030819000483",0
"355030819000484",0
"355030819000485",0
"355030819000486",0
"355030819000487",1
"355030819000488",0
"355030819000489",0
"355030819000490",0
"355030819000491",0
"355030819000492",0
"355030819000493",1
"355030819000494",0
"355030819000495",0
"355030819000496",0
"355030819000497",0
"355030819000498",0
"355030819000499",0
"355030819000500",1
"355030819000502",0
"355030819000503",0
"355030819000505",1
"355030819000506",0
"355030819000507",0
"355030819000508",0
"355030819000509",0
"355030819000510",0
"355030819000511",0
"355030819000512",3
"355030819000513",0
"355030819000514",0
"355030819000515",0
"355030819000516",0
"355030819000517",1
"355030819000518",0
"355030819000519",1
"355030819000520",0
"355030819000521",0
"355030819000522",0
"355030819000523",0
"355030819000524",1
"355030819000525",1
"355030819000526",0
"355030819000527",0
"355030819000528",1
"355030819000529",0
"355030819000530",0
"355030819000531",0
"355030819000532",0
"355030819000533",0
"355030819000534",0
"355030819000535",0
"355030819000536",0
"355030819000537",0
"355030819000538",0
"355030819000539",0
"355030819000540",0
"355030819000541",0
"355030819000542",0
"355030819000543",0
"355030819000544",0
"355030819000545",0
"355030819000546",0
"355030819000547",0
"355030819000548",0
"355030819000549",0
"355030819000550",0
"355030819000551",0
"355030819000552",0
"355030819000553",0
"355030819000554",0
"355030819000555",1
"355030819000556",0
"355030819000557",0
"355030819000558",0
"355030819000559",0
"355030819000560",0
"355030819000561",0
"355030819000562",0
"355030819000563",1
"355030819000564",0
"355030819000565",0
"355030819000566",0
"355030819000567",0
